Date,Observer,Route,Point ,Start_Time,Species,M0_1,M1_2,M2_3,M3_4,M4_5,D30,D30_60,D60_90,D90,FlyOver,Habitat,TSBurn,Noise,Temp,CloudCvr,Wind,Rain,Comments
8/21/2018,SMC,C,82,0635,WBNU,,,,1,,,1,,,,upland savanna,>2 years since burn,"minor insect noise, crickets",77,70,0,0,
8/21/2018,SMC,C,82,0635,NOCA,,1,,,,,,1,,,upland savanna,>2 years since burn,"minor insect noise, crickets",77,70,0,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,296,0654,BLJA,1,1,1,1,1,,,,1,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,MMW,C,296,0654,BGGN,1,,,,,,1,,,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,MMW,C,296,0654,EATO,,1,,,1,,,1,,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,MMW,C,296,0654,SUTA,,1,1,1,1,,,1,,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,MMW,C,296,0654,RHWO,,,1,1,1,,,,1,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,MMW,C,296,0654,AMGO,,,,1,,,,,,1,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,MMW,C,296,0654,BLJA,,,,,1,,,,1,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,MMW,C,296,0654,BLJA,,,,,1,,,,1,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,296,0654,RHWO,1,,,,,,,,1,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,SMC,C,296,0654,BGGN,1,,,,,,1,,,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,SMC,C,296,0654,BLJA,,1,1,,1,,,,1,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,SMC,C,296,0654,RHWO,,1,1,1,,,,,1,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,SMC,C,296,0654,PIWO,,1,,,,,,,1,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,SMC,C,296,0654,SUTA,,,1,1,1,,,1,,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,SMC,C,296,0654,AMGO,,,,1,,,,1,,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
8/21/2018,SMC,C,296,0654,BLJA,,,,,1,,,,1,,upland savanna,"N side burnt w/in 3 months, S. side > 1 year ago",minor road noise,77,70,0,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,85,0707,AMCR,1,,,,,,,,1,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,BHNU,1,1,1,1,1,1,,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,BHNU,1,1,,1,,1,,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,BHNU,1,1,,1,,1,,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,NOFL,1,,,,,,1,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,NOFL,,1,,,,,1,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,RBWO,,1,,,,,,1,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,BLJA,,1,1,1,,,,,1,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,BGGN,,,1,1,1,,1,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,BLJA,,,,1,,,,,1,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,EAWP,,,,,1,,,,1,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,MMW,C,85,0707,RHWO,,,,,1,,1,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,visual only
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,85,0707,AMCR,1,,,,,,,,1,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,SMC,C,85,0707,BHNU,1,,,,,,1,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,SMC,C,85,0707,BHNU,1,,,,,,1,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,SMC,C,85,0707,NOFL,,1,,,,,1,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,SMC,C,85,0707,BLJA,,,1,1,1,,,,1,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,SMC,C,85,0707,NOCA,,,,1,,,1,,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
8/21/2018,SMC,C,85,0707,BHNU,,,,,1,,,1,,,upland savanna,"North side > 2 yrs, S. side w/in 3 months",minor road noise,79,50,0-2,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,183,0739,PIWA,1,1,1,1,,1,,,,,streamhead pocosin,> 3 years,,79,30,0,0,
8/21/2018,MMW,C,183,0739,WODU,,,1,1,,,,,,1,streamhead pocosin,> 3 years,,79,30,0,0,
8/21/2018,MMW,C,183,0739,WODU,,,1,1,,,,,,1,streamhead pocosin,> 3 years,,79,30,0,0,
8/21/2018,MMW,C,183,0739,NOFL,,,,1,,,1,,,,streamhead pocosin,> 3 years,,79,30,0,0,SMC called this HAWO
8/21/2018,MMW,C,183,0739,EATO,,,,,1,,1,,,,streamhead pocosin,> 3 years,,79,30,0,0,
8/21/2018,MMW,C,183,0739,WBNU,,,,,1,,1,,,,streamhead pocosin,> 3 years,,79,30,0,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,183,0739,PIWA,1,1,1,,,1,,,,,streamhead pocosin,> 3 years,,79,30,0,0,
8/21/2018,SMC,C,183,0739,PIWA,,1,,,,,,,,,streamhead pocosin,> 3 years,,79,30,0,0,no distance written
8/21/2018,SMC,C,183,0739,WODU,,,1,,,,,,,1,streamhead pocosin,> 3 years,,79,30,0,0,
8/21/2018,SMC,C,183,0739,WODU,,,1,,,,,,,1,streamhead pocosin,> 3 years,,79,30,0,0,
8/21/2018,SMC,C,183,0739,HAWO,,,,1,,,1,,,,streamhead pocosin,> 3 years,,79,30,0,0,
8/21/2018,SMC,C,183,0739,EATO,,,,,1,,,1,,,streamhead pocosin,> 3 years,,79,30,0,0,
8/21/2018,SMC,C,183,0739,EATO,,,,,1,,,1,,,streamhead pocosin,> 3 years,,79,30,0,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,1,0752,EAWP,1,1,1,1,1,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,BHVI,1,1,1,,,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,WBNU,1,,1,1,1,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,WBNU,1,,1,1,1,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,SUTA,1,1,1,,,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,CARW,1,1,,,,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,CARW,1,1,,,,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,CACH,1,1,1,,1,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,BGGN,1,1,1,1,,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,CACH,1,1,1,,1,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,WEVI,,1,1,,1,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,BHNU,,1,,,,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,DOWO,,,,1,1,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,EATO,,,,1,1,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,PIWA,,,,,1,,,1,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,MMW,C,1,0752,EATO,,,,,1,,1,,,,bottomland,> 3 years,,79,50,0,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,1,0752,BHNU,1,1,1,,,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,CARW,1,1,1,,,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,YTVI,1,1,1,1,,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,WBNU,1,1,1,1,1,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,BGGN,1,,1,1,,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,SUTA,1,1,1,,,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,CACH,1,1,1,1,1,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,EAWP,,1,1,1,1,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,RHWO,,1,,,,,,1,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,BHNU,,1,,,,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,ACFL,,,1,,,,,1,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,DOWO,,,1,1,,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,WEVI,,,,1,1,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,EATO,,,,,1,,1,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,WBNU,,,,,1,1,,,,,bottomland,> 3 years,,79,50,0,0,
8/21/2018,SMC,C,1,0752,EATO,,,,,1,,,1,,,bottomland,> 3 years,,79,50,0,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,297,0806,YTVI,1,1,1,1,,,1,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,MMW,C,297,0806,AMCR,1,,,,,,,,1,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,MMW,C,297,0806,CACH,1,,1,,,,,1,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,MMW,C,297,0806,AMGO,,1,,,,,,,,1,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,MMW,C,297,0806,EATO,,1,,1,1,,1,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,MMW,C,297,0806,EAWP,,1,1,1,1,,,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,"no distance written,   assume 60-90 m like SMC?"
8/21/2018,MMW,C,297,0806,BGGN,,1,,,,1,,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,MMW,C,297,0806,CARW,,,1,,,,1,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,MMW,C,297,0806,WBNU,,,1,1,,,,1,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,MMW,C,297,0806,NOCA,,,,,1,1,,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,297,0806,REVI,1,,,,1,,1,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,NOCA,1,1,,1,1,,1,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,CACH,1,,1,1,,,1,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,REVI,1,,,,,1,,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,AMCR,,1,,,,,,,1,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,REVI,,1,,,,,1,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,EATO,,1,,1,1,,,1,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,EAWP,,,1,1,1,,,1,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,AMGO,,,1,,,,,,,1,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,CARW,,,1,1,,,1,,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
8/21/2018,SMC,C,297,0806,BHNU,,,1,1,,,,1,,,upland savanna,"East > 2 yrs, West < 3 months",,79,60,1,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,238,0823,,,,,,,,,,,,streamhead pocosin,> 3 years ago,cicada noise loud,79,50,1,0,"no birds heard by MMW. Point upland of stream, more like savannah."
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,238,0823,CARW,,1,,,,,1,,,,streamhead pocosin,> 3 years ago,cicada noise loud,79,50,1,0,"Point upland of stream, more like savannah."
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,235,0840,MODO,1,1,1,1,1,,,1,,,streamhead pocosin,> 3 years,cicadas mild,82,40,1,0,
8/21/2018,MMW,C,235,0840,AMCR,,1,1,,,,,,1,,streamhead pocosin,> 3 years,cicadas mild,82,40,1,0,
8/21/2018,MMW,C,235,0840,BHNU,,,,1,,,,1,,,streamhead pocosin,> 3 years,cicadas mild,82,40,1,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,235,0840,MODO,1,1,1,1,1,,,1,,,streamhead pocosin,> 3 years,cicadas mild,82,40,1,0,
8/21/2018,SMC,C,235,0840,AMCR,,,1,,1,,,,1,,streamhead pocosin,> 3 years,cicadas mild,82,40,1,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,37,0851,AMCR,1,1,1,1,1,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,AMCR,1,,,1,,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,MODO,1,1,,,,,,1,,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,BLJA,1,1,1,1,1,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,RHWO,1,1,1,1,1,,1,,,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,RHWO,1,1,1,1,1,,1,,,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,BHNU,1,,,,,,1,,,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,BJLA,1,1,,1,1,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,EATO,,1,,,1,,,1,,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,EAWP,,1,,,,,,1,,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,BLJA,,,1,1,1,,,1,,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,GCFL,,,1,,,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,MMW,C,37,0851,PIWA,,,,1,,,1,,,,upland savanna,> 1 year ago,,82,75,1,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,37,0851,AMCR,1,1,1,1,1,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,SMC,C,37,0851,RHWO,1,1,1,1,1,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,SMC,C,37,0851,MODO,1,1,,,,,,1,,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,SMC,C,37,0851,RCWO,1,,,,,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,SMC,C,37,0851,BLJA,1,1,1,1,1,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,SMC,C,37,0851,EATO,1,1,,,,,,1,,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,SMC,C,37,0851,BLJA,,1,1,1,1,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,SMC,C,37,0851,BLJA,,1,1,,1,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,SMC,C,37,0851,AMCR,,1,,,,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
8/21/2018,SMC,C,37,0851,RHWO,,1,1,1,1,,,,1,,upland savanna,> 1 year ago,,82,75,1,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,98,0900,NOFL,1,1,,1,,,,1,,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,MMW,C,98,0900,AMCR,1,,,,,,,,1,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,MMW,C,98,0900,BLJA,1,1,1,,1,,,1,,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,MMW,C,98,0900,RHWO,,,1,1,1,,,,1,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,MMW,C,98,0900,RHWO,,,1,1,1,,,,1,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,MMW,C,98,0900,PIWA,,,1,,,,1,,,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,MMW,C,98,0900,YBCU,,,1,,,,1,,,,upland savanna,2 years since burn,,85,70,1,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,98,0900,RHWO,1,1,1,1,1,,,,1,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,SMC,C,98,0900,AMCR,1,,,,,,,,1,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,SMC,C,98,0900,NOFL,1,1,,1,,,1,,,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,SMC,C,98,0900,RHWO,,1,,1,,,,,1,,upland savanna,2 years since burn,,85,70,1,0,
8/21/2018,SMC,C,98,0900,BLJA,,,1,,,,,,1,,upland savanna,2 years since burn,,85,70,1,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,9,0916,CARW,1,1,,1,,,,1,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,MMW,C,9,0916,CACH,,1,,1,1,,1,,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,MMW,C,9,0916,NOCA,,,1,,,,1,,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,MMW,C,9,0916,DOWO,,,1,1,1,,1,,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,MMW,C,9,0916,CACH,,,,1,1,,1,,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,MMW,C,9,0916,REVI,,,,,1,,,1,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,9,0916,EAWP,1,,,,,,,1,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,SMC,C,9,0916,BHVI,,1,,1,1,,1,,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,SMC,C,9,0916,CACH,,,1,1,1,,,1,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,SMC,C,9,0916,NOCA,,,1,,,,,1,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,SMC,C,9,0916,DOWO,,,1,,,,,1,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
8/21/2018,SMC,C,9,0916,NOFL,,,,1,,,,1,,,upland savanna,2 years since burn,very light cicada noise,85,70,2,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,300,0926,RHWO,,1,,,,,,1,,,upland savanna,> 2 years post burn,light generator noise,85,90,2,0,
8/21/2018,MMW,C,300,0926,CARW,,,,1,1,,,1,,,upland savanna,> 2 years post burn,light generator noise,85,90,2,0,
8/21/2018,MMW,C,300,0926,Unknown swallow,,,,,1,,,,,1,upland savanna,> 2 years post burn,light generator noise,85,90,2,0,
8/21/2018,MMW,C,300,0926,SUTA,,,,,1,,,1,,,upland savanna,> 2 years post burn,light generator noise,85,90,2,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,300,0926,RHWO,,1,1,1,1,,1,,,,upland savanna,> 2 years post burn,light generator noise,85,90,2,0,quiet trilling
8/21/2018,SMC,C,300,0926,CARW,,,,1,1,,,,1,,upland savanna,> 2 years post burn,light generator noise,85,90,2,0,
8/21/2018,SMC,C,300,0926,SUTA,,,,,1,,,,1,,upland savanna,> 2 years post burn,light generator noise,85,90,2,0,
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,MMW,C,321,0940,RCWO,1,1,1,1,1,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,RHWO,1,,,1,,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,EATO,1,,,,,,1,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,MODO,1,,,,,,1,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,CACH,1,,,,1,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,AMGO,1,,,,,,,,,1,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,CACH,1,,,,,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,EAKI,,1,,1,1,,1,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,BLJA,,1,1,1,1,,,1,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,RHWO,,1,1,,,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,PIWO,,,1,1,,,,1,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,MMW,C,321,0940,RCWO,,,,,1,,,1,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,also heard before count started as he flew far to this distance
,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,SMC,C,321,0940,RCWO,1,1,1,,1,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,SMC,C,321,0940,NOCA,1,,,,,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,SMC,C,321,0940,EATO,1,,,,,,,1,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,SMC,C,321,0940,MODO,1,,,,,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,SMC,C,321,0940,CACH,1,,,,1,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,SMC,C,321,0940,CACH,1,,,,,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
8/21/2018,SMC,C,321,0940,EABL,1,,,,,1,,,,,upland savanna,> 1 year ago,cicadas,85,100,2,0,
